TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
net.mooctest.RedBlackTree,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,43,661,58180,1528513109185,0.7547169811320755,111111111111100000000000111111110000111110000111111111100001001100001111100111111111111111111110000100111111111110011111111111111111111111111111111111111111111,0.7790697674418605,11111111111100111111111111111111111111111110111111101010000110011111101111100000011110,1.0,11111111111,0,0,10,3,0.6942148760330579,111111111111111101110111011011011011101101101101000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000111111101101101100000000111111011110111111111111111100111101000000000000000000110011100000000001100110011111111111111111,0.42857142857142855,110101100100100100100,1.0,111111111,1.0,111111111,0.8372093023255814,11111111111100111111111111111111111111111110111111100101001010110101111111111011111101
