TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
net.mooctest.AbstractBinaryTree,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,41,740,73932,1528513172637,0.5608108108108109,1111110000000000000000000100010001111111001111111111111101111111111111110111111111011111101111111111111111110000000000000000000000000011111100000000,0.5670103092783505,1111111111111111111111111101100000000000000001111101101110100001101101111111101111000000000000000,1.0,1111111111111111,0,0,17,4,0.3910891089108911,11111111111111111101111111111111111111111111111101111010111111111111101100000011111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111101010100001000100000000011110100110010011000000001111111111111111111111101111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.36585365853658536,11001111000100000100001000100100100100101,1.0,1111111111111111111,0.8947368421052632,1111101101111111111,0.26804123711340205,1111111100111111100000000001100000000000000001100000000000000000100001111110000000000000000000000
